SST,TPJ_CAT12,Pcu_CAT12,dmPFC_CAT12,AnG_CAT12,LOC_CAT12,mFC_CAT12,MTG_CAT12,Pcu-L_CAT12,TP_CAT12,TPJ_FSL,Pcu_FSL,dmPFC_FSL,AnG_FSL,LOC_FSL,mFC_FSL,MTG_FSL,Pcu-L_FSL,TP_FSL
6,0.368719098221284,0.338555376590677,0.338555376590677,0.428594644589696,0.171345969095284,0.432026780176708,0.353322233090083,0.493375608917823,0.358350574528576,0.6348318928,0.4416231397,0.4697153086,0.6178565443,0.1607466811,0.5517704024,0.4879925709,0.6978308943,0.5959615449
10,0.372935700999512,0.337745347613168,0.337745347613168,0.397019631322473,0.158727777402693,0.394042537505216,0.328762747220927,0.423046358305943,0.303474325703051,0.5588290993,0.4710678757,0.5179919153,0.6146588942,0.1867607803,0.4328081485,0.4350140252,0.4264226474,0.4787111243
10,0.408612815075702,0.367872547815211,0.367872547815211,0.42983313075505,0.193443609837217,0.425235502516511,0.3667715187598,0.592527931445961,0.364821622346635,0.5748163597,0.4490545586,0.5644531572,0.5740956132,0.1599807312,0.4944799174,0.4061890262,0.6932552894,0.5390314086
4,0.42026757112504,0.380678720221543,0.380678720221543,0.426854562407446,0.159469695835546,0.430067828255836,0.332615036853584,0.554765151970664,0.397867498388274,0.5564261783,0.4485850349,0.5111479904,0.6449345903,0.1555519641,0.4712630441,0.4162934111,0.7895129681,0.4948961451
4,0.416822454556997,0.390490907971776,0.390490907971776,0.465056115054244,0.18717728121888,0.462081757215261,0.371249144570404,0.600666794029503,0.417005121782073,0.6888168376,0.4604300295,0.4751654161,0.7873339889,0.1343474086,0.4854291906,0.4285822831,0.713396607,0.6664860156
2,0.430406842386202,0.402525624209051,0.402525624209051,0.49244508156228,0.187595656275,0.447912799074776,0.397185099286061,0.590626843029358,0.421753250822573,0.5854042281,0.6549660303,0.7003478493,0.6374592256,0.1824055436,0.5621179566,0.5575532135,0.8314834223,0.5534648956
7,0.411552159211416,0.371727991860089,0.371727991860089,0.439474718192549,0.16739278967612,0.431786721522232,0.386875256468892,0.546670372596783,0.362516437841479,0.5792438087,0.5792244143,0.5837479316,0.6338114523,0.1920856127,0.5132811094,0.4546531413,0.8299572695,0.6639102177
11,0.347044183983615,0.311429508246342,0.311429508246342,0.396587346755185,0.173015750430378,0.418748421319238,0.346840979117486,0.460081764821844,0.307814685054193,0.5943633422,0.5147554053,0.5610366543,0.6870284129,0.2582057636,0.6164976563,0.6144413254,0.6649871711,0.5871566248
14,0.448992146765509,0.395093929780477,0.395093929780477,0.519888767635796,0.199834521250042,0.490586431798194,0.388093112348975,0.620515259179075,0.437861990352626,0.553806738,0.5219224185,0.5430066678,0.6392876094,0.1764654769,0.5478200962,0.4095482318,0.6855887621,0.7619683663
10,0.413353515374387,0.422923292678975,0.422923292678975,0.43382218707851,0.2030922683537,0.492789107391167,0.337953183585445,0.577681073792436,0.393069775736906,0.5536741765,0.6193922649,0.5974960993,0.6093078323,0.2116510815,0.6239156661,0.383992155,0.766749146,0.6289043157
9,0.44068171929951,0.383301671196334,0.383301671196334,0.4899371014778,0.209010880814283,0.477768032652735,0.401724711773196,0.529907732123435,0.391859324271649,0.6015096567,0.5557072904,0.4867371801,0.6184602744,0.1888588677,0.6434542792,0.5276656391,0.5917608361,0.5876514283
14,0.389463097982056,0.355115969019748,0.355115969019748,0.440169656674139,0.198741167770048,0.415602003687679,0.404021865079939,0.540544643254397,0.368950749651487,0.6185284126,0.4796515624,0.5716769655,0.7237362777,0.1841392117,0.4861808211,0.5282953383,0.7285209473,0.5749113202
13,0.356351496243771,0.319215705152601,0.319215705152601,0.391086206438973,0.179432694068918,0.409395296338763,0.330049882327721,0.495467724576287,0.302361224659128,0.6534811495,0.5798287131,0.6250692599,0.6711665828,0.2166202037,0.6447259292,0.4758645876,0.6951471648,0.537071823
13,0.379343984317835,0.376509183307835,0.376509183307835,0.428321046762298,0.150404902952937,0.409446606585521,0.384997424797507,0.460979960218674,0.36486203195549,0.5488361128,0.4970449236,0.4967451531,0.6432948412,0.2029374564,0.538294445,0.5546755905,0.6483382739,0.5929422784
10,0.371687762498003,0.345191736444962,0.345191736444962,0.416355701777434,0.174380582835677,0.411876513271279,0.333896702547743,0.459203774229442,0.352818131716202,0.6135674465,0.6725085772,0.5388516153,0.6549916817,0.209721303,0.5859411001,0.4143778812,0.7157112295,0.6191794493
11,0.313287539143228,0.347640191381514,0.347640191381514,0.405597835204153,0.170672850116104,0.426122436781901,0.356591118708329,0.543983133607904,0.357334823905985,0.5524895135,0.4961196765,0.4552209888,0.631762169,0.2306306897,0.5981512573,0.4811167326,0.7016430739,0.619359203
12,0.374971618290521,0.377135532245092,0.377135532245092,0.475301441697534,0.188285510256425,0.516782145277014,0.358348623301742,0.634136970964123,0.344203537828409,0.6183309413,0.6405102991,0.6471679789,0.6338573908,0.1761864777,0.6551651181,0.4433120187,0.8916007766,0.5806772464
9,0.422235685589976,0.387991022623953,0.387991022623953,0.429871434450886,0.170643099001002,0.43415065789073,0.410918794412803,0.453397648157094,0.432524248382919,0.613776452,0.4221203726,0.5122086131,0.653026186,0.1849787459,0.4999561432,0.3917956365,0.4724116608,0.6488501614
7,0.419943217065177,0.313819185570013,0.313819185570013,0.437349775066426,0.182660690057473,0.400042171358288,0.332636914504125,0.470380704678743,0.300465646643732,0.6715238431,0.5334709186,0.5145057845,0.7039265119,0.1918754252,0.4895215704,0.4344266126,0.6512258799,0.5250118799
11,0.413214244704615,0.436412754835042,0.436412754835042,0.459507551114616,0.223499673868906,0.496967227484326,0.375374904834816,0.659400323700308,0.442419092151264,0.5796606646,0.5491500845,0.5080459405,0.6317935131,0.1944834593,0.6116828802,0.4079264417,0.8557604919,0.5372398768
12,0.421103195143672,0.396906851777759,0.396906851777759,0.444616533362112,0.184702360331341,0.490340875617281,0.390280877403016,0.600749450047616,0.427722852130746,0.5130863541,0.4268863086,0.5084804141,0.5920520475,0.2106405271,0.5095986786,0.4186961937,0.6833936423,0.595969632
10,0.423126284872991,0.389133512474317,0.389133512474317,0.514177868985246,0.174735736772206,0.455920862586664,0.472300189279015,0.570080393726831,0.441392320726259,0.6785877052,0.4055199057,0.3714524691,0.6780384194,0.1601064004,0.5749828035,0.5669726612,0.5782447213,0.628664261
10,0.471009740151169,0.395459453060577,0.395459453060577,0.520273628579669,0.219172746066274,0.509261529109328,0.494351037886203,0.633879818907771,0.512572009924503,0.6556670833,0.5357144432,0.6022553626,0.6048934192,0.2033563686,0.5678366497,0.5812298517,0.9185802386,0.7939258225
12,0.425054084144045,0.414903822121596,0.414903822121596,0.467910652386761,0.170343728405289,0.463399331051656,0.388043887635259,0.507548360823625,0.348628389998067,0.4231374306,0.50298637,0.57103645,0.5768812258,0.1499500351,0.5543830395,0.4508728095,0.6421783167,0.527264506
12,0.452001126236108,0.401096593495895,0.401096593495895,0.512394011150612,0.207287175583067,0.519606041357522,0.416431962348987,0.47179504098868,0.448994837592266,0.5941208925,0.4532742078,0.4668799612,0.7044671595,0.1901155353,0.5812474032,0.3611261912,0.4770294272,0.6015085435
13,0.355032089898563,0.374222366806704,0.374222366806704,0.404822641359859,0.169648296089782,0.447372208975003,0.396023760669874,0.415173831780766,0.416375099244011,0.5448925455,0.5170931125,0.5242247526,0.5533549583,0.1703543368,0.5518868879,0.5946789372,0.4858477856,0.7231105403
12,0.384887323476522,0.394307779208201,0.394307779208201,0.457181969581735,0.17069516345243,0.438341605545579,0.390102209923603,0.530164884179787,0.343387998449692,0.6927378754,0.6442115665,0.6350371108,0.7640029517,0.2235688819,0.6137516883,0.6438842163,0.7058821316,0.6020083457
11,0.376708836645045,0.386784244759501,0.386784244759501,0.373388074977367,0.184189153595833,0.460271238508225,0.329131021005024,0.437421158256022,0.343948222572459,0.4391120068,0.4950184989,0.6022621654,0.4261034938,0.2175943553,0.6827675905,0.456161769,0.5289270635,0.5879106753
10,0.491592479136416,0.464359672959301,0.464359672959301,0.478998660338436,0.195647051799451,0.474005892060079,0.449057008717374,0.545935652435777,0.436548678064828,0.658951689,0.4882683083,0.5490815801,0.6945064795,0.1667309768,0.5813294764,0.4225165426,0.6794199401,0.5649592612
6,0.349050781133619,0.344558040306094,0.344558040306094,0.351022364580354,0.144136714889907,0.381152670516058,0.360476224816797,0.426598730284407,0.34376637933261,0.4895503392,0.511046097,0.6080507323,0.5067913429,0.1737668091,0.528759963,0.4959680676,0.5735980092,0.6197394583
9,0.441508180774078,0.418832738182575,0.418832738182575,0.533741937629705,0.186704982266637,0.469398964904727,0.379896285946501,0.538237621948838,0.373177227377673,0.5528529264,0.5135485341,0.5108860309,0.5698160613,0.2185138197,0.5703447389,0.3849967161,0.6484432428,0.3568761085
7,0.431942484771319,0.32163293448231,0.32163293448231,0.44139172696985,0.187231205115002,0.412393280756486,0.374607363928357,0.533581332928464,0.334093788412969,0.6887088311,0.4387641738,0.4967923388,0.7647678492,0.1837080482,0.5957496439,0.529752281,0.7975810815,0.6274624761
6,0.381713418212771,0.348002041060809,0.348002041060809,0.408939376669438,0.159904805893911,0.396263538186317,0.351238386876109,0.530699393096919,0.340320541777493,0.4945043891,0.5468621579,0.429486303,0.4806566302,0.1992229401,0.5110329172,0.4025472117,0.6580223837,0.5315664281
6,0.337810172075971,0.380432588967606,0.380432588967606,0.392979503404566,0.170758384572021,0.45106288172396,0.435148292386308,0.573551946487583,0.400870667046385,0.390558029,0.4522628479,0.4683393336,0.4994570899,0.1613308892,0.4424816842,0.4308478799,0.593620397,0.4538868419
5,0.466153591797278,0.384385383433817,0.384385383433817,0.463912476135721,0.199432881196167,0.502996181478402,0.37238495926096,0.524669177375463,0.333542748292214,0.4319744125,0.5038255516,0.6172116931,0.5064956154,0.1894205251,0.5452182971,0.4813123425,0.6430781042,0.495778897
6,0.426855440307017,0.345463582904534,0.345463582904534,0.428321046762298,0.169136948798968,0.393784153762613,0.331883958698026,0.485192663124621,0.316647858189886,0.550379137,0.4391076664,0.4328009122,0.6347480079,0.212574545,0.5246029327,0.3817135017,0.5578785112,0.4671252517
8,0.37526665220938,0.342645931087077,0.342645931087077,0.413687210967548,0.161319843305945,0.375035756098968,0.35741700001623,0.439981658017128,0.391547068203221,0.4909222708,0.4479888923,0.4884448669,0.5722397889,0.1822605201,0.4888982775,0.3604829767,0.5977670055,0.5588068394
4,0.44530697154299,0.401456606374787,0.401456606374787,0.489570480389087,0.197155061446178,0.458326946657856,0.395781283376384,0.644162227561047,0.386453620687049,0.3952018314,0.4998375174,0.4979123203,0.467654071,0.2316724505,0.4738874368,0.2821677309,0.6429226232,0.4429008131
8,0.360775172517844,0.330945512523059,0.330945512523059,0.436421366438789,0.175570627439753,0.428656796469989,0.40010029622057,0.496656134436714,0.36741885811579,0.5242001634,0.5316083812,0.4011659298,0.6090465876,0.2120866721,0.542579546,0.4540335334,0.5796738508,0.522491715
7,0.404497000282178,0.347915711441891,0.347915711441891,0.407786617823335,0.153080643867414,0.446058300156233,0.374953760061914,0.508093890543172,0.364952035175213,0.5506013643,0.5900788406,0.548880081,0.5160569055,0.170232611,0.6749369487,0.6162503382,0.8475995443,0.6452848796
7,0.388768577142009,0.341997540544989,0.341997540544989,0.44254083784492,0.163175569110426,0.360258405032637,0.3459549342706,0.535105877262551,0.351170521755147,0.5981667337,0.6482749051,0.5643412932,0.6944796652,0.2019381749,0.5186296019,0.4491830321,0.8030017378,0.5025713193
3,0.360802660150036,0.417052878592538,0.417052878592538,0.43433107903747,0.215946609522413,0.460954764295396,0.355342269489981,0.493737458597118,0.421038735465995,0.3859466827,0.4372440106,0.4924831732,0.4390172414,0.1655128622,0.488895557,0.3981219751,0.5898755873,0.3721126817
7,0.368235315894708,0.350029868705185,0.350029868705185,0.32207389045615,0.16945491384162,0.416292859510101,0.34943530384407,0.521662335116547,0.303821480979127,0.4270766955,0.5552350565,0.4788251084,0.4589613787,0.1890324196,0.4749715773,0.5035452406,0.7298,0.4739253499
7,0.374553806281205,0.331241237387864,0.331241237387864,0.391239421222316,0.15751541946229,0.44899947680076,0.382609114613512,0.542860848561967,0.350827040079876,0.4925975837,0.4710802515,0.4400659863,0.4885668406,0.1608145579,0.5079605216,0.351963067,0.6393356773,0.418961391
2,0.519318337473914,0.423531273612207,0.423531273612207,0.496532633103604,0.18773511462704,0.537934794503038,0.444440824453347,0.554417996694589,0.457289828210022,0.4574974122,0.4944967995,0.5422210459,0.4617149225,0.2092679136,0.5774863929,0.4476633715,0.5962827636,0.5715492285
7,0.449278018140304,0.37303579374668,0.37303579374668,0.489561360461507,0.181518991015438,0.470969424957288,0.435259503776555,0.545878711623299,0.368746864806808,0.5108723589,0.5719209415,0.4739515133,0.5765232892,0.1948818078,0.5176510212,0.3952750055,0.5991620759,0.5390998965
