RMET,SST,TPJ_CAT12,Pcu_CAT12,dmPFC_CAT12,AnG_CAT12,LOC_CAT12,mFC_CAT12,MTG_CAT12,Pcu-L_CAT12,TP_CAT12,TPJ_FSL,Pcu_FSL,dmPFC_FSL,AnG_FSL,LOC_FSL,mFC_FSL,MTG_FSL,Pcu-L_FSL,TP_FSL
27,5,0.345755930288225,0.335267503870176,0.335267503870176,0.392370292242227,0.129850601306916,0.367504144878405,0.378687545754144,0.444959387107942,0.337837187633294,0.5777843836,0.4252453759,0.5489677298,0.5986297655,0.1707120218,0.521752386,0.4854888982,0.7122827914,0.6241674188
27,8,0.324383380004666,0.363851791734107,0.363851791734107,0.375533081944166,0.181230777087889,0.426269037486924,0.329614152454458,0.45294946885888,0.327446407756269,0.4238899283,0.3879307654,0.6121266177,0.5821343086,0.2132517872,0.5763366871,0.5276891323,0.5976209767,0.5477343301
23,10,0.33897198266328,0.338327613340765,0.338327613340765,0.328496143457935,0.163393124139609,0.385054081778486,0.367207248633063,0.480104726009655,0.400281054117178,0.5453475222,0.6446316701,0.5297355139,0.5782655028,0.1939372458,0.4626986981,0.5419897702,0.6709007954,0.6678463356
27,7,0.353346181790797,0.401026795080599,0.401026795080599,0.366186980160256,0.171606291352425,0.402910047650302,0.336822838307523,0.510735209521988,0.33619141447264,0.4943639775,0.3481788222,0.6259211436,0.4357860379,0.1597716017,0.572120226,0.4683320896,0.5619991937,0.5418747587
26,4,0.399761797509931,0.356910523013005,0.356910523013005,0.488282746614802,0.193705791539052,0.420723865819425,0.459592920590126,0.435352921002791,0.395349245036427,0.6465412523,0.5920237624,0.5889865352,0.7796326362,0.2059476023,0.6633729365,0.628589006,0.4758165666,0.6154120528
22,7,0.468108878700524,0.385801556544156,0.385801556544156,0.428970385605989,0.212192390685492,0.510447162311202,0.396021937532329,0.500880775362497,0.428373079473236,0.6527595439,0.37712961,0.817249893,0.6313689291,0.1900505126,0.5223392034,0.4804793792,0.5900037253,0.6503457555
28,10,0.384077354581269,0.372269847978831,0.372269847978831,0.401072527138993,0.179800864118304,0.411004239076392,0.357229216849091,0.549849874093535,0.329402600184947,0.6061970947,0.5665013757,0.5188450184,0.6448019601,0.221760588,0.5701248306,0.4959324217,0.7932897955,0.5014277076
31,7,0.369397126482016,0.29827250696313,0.29827250696313,0.447212064751359,0.179540541861162,0.376335004847236,0.330671572230578,0.460248913658473,0.287275582953275,0.6883215054,0.5345609771,0.4372540903,0.6657932845,0.1835244211,0.5882923913,0.6061293403,0.7281790327,0.4742036673
23,8,0.398019081628968,0.349715775836355,0.349715775836355,0.424924785731534,0.168136567553667,0.418557840402708,0.357052372507223,0.503948232034697,0.308169187531878,0.5620411178,0.4929829629,0.5493418752,0.7189048008,0.1500927293,0.5146531957,0.4712595184,0.7245939031,0.4474439563
28,9,0.379780121415279,0.352459955637712,0.352459955637712,0.433896970484666,0.171390595767937,0.396547577052299,0.350613050698162,0.545739114792708,0.32003308133172,0.5758702789,0.5264404062,0.5920384781,0.6856312338,0.213019623,0.6632277942,0.5737150678,0.8100424018,0.5272415923
27,10,0.334889153028386,0.336354889708464,0.336354889708464,0.357953509541098,0.140743228323597,0.432853241651275,0.292817767383033,0.462895743038497,0.30426231307573,0.5723087145,0.6541495602,0.6107135018,0.6034529942,0.2034244846,0.6533804109,0.4663316479,0.7687955294,0.5318139229
29,8,0.327335551702069,0.369209738508242,0.369209738508242,0.407385341009818,0.190518703333761,0.39395274457339,0.380280967968503,0.449073820009575,0.370714078037901,0.4293618622,0.4313760201,0.5005422646,0.5112424139,0.1819754166,0.5091708185,0.3628838593,0.5125941377,0.5426971649
20,7,0.378083218254636,0.456911447327104,0.456911447327104,0.449603309762816,0.177417056020764,0.452277835066839,0.443016954030675,0.536731445618776,0.406313106639036,0.4302515048,0.511678666,0.653480357,0.5567811245,0.2203535522,0.5914384748,0.4330467671,0.7208003676,0.6028183217
27,8,0.420650565466913,0.326452698738508,0.326452698738508,0.461293232934766,0.19469501611619,0.468206001667602,0.345212917289771,0.638631621549076,0.365058569598559,0.5670974051,0.5850182156,0.4377718475,0.6625531829,0.1924869516,0.6099573805,0.4686067134,0.8965410677,0.4642336044
27,3,0.36563498588936,0.343900465761994,0.343900465761994,0.38348201082283,0.171429644106508,0.429752636740036,0.344603989349729,0.5959168281886,0.343582699292359,0.6940591827,0.6240733,0.5615375063,0.7530707409,0.2343263818,0.5728556929,0.5934608316,0.9888560155,0.4668776657
28,6,0.368719098221284,0.338555376590677,0.338555376590677,0.428594644589696,0.171345969095284,0.432026780176708,0.353322233090083,0.493375608917823,0.358350574528576,0.6348318928,0.4416231397,0.4697153086,0.6178565443,0.1607466811,0.5517704024,0.4879925709,0.6978308943,0.5959615449
24,10,0.372935700999512,0.337745347613168,0.337745347613168,0.397019631322473,0.158727777402693,0.394042537505216,0.328762747220927,0.423046358305943,0.303474325703051,0.5588290993,0.4710678757,0.5179919153,0.6146588942,0.1867607803,0.4328081485,0.4350140252,0.4264226474,0.4787111243
26,10,0.408612815075702,0.367872547815211,0.367872547815211,0.42983313075505,0.193443609837217,0.425235502516511,0.3667715187598,0.592527931445961,0.364821622346635,0.5748163597,0.4490545586,0.5644531572,0.5740956132,0.1599807312,0.4944799174,0.4061890262,0.6932552894,0.5390314086
32,4,0.42026757112504,0.380678720221543,0.380678720221543,0.426854562407446,0.159469695835546,0.430067828255836,0.332615036853584,0.554765151970664,0.397867498388274,0.5564261783,0.4485850349,0.5111479904,0.6449345903,0.1555519641,0.4712630441,0.4162934111,0.7895129681,0.4948961451
22,4,0.416822454556997,0.390490907971776,0.390490907971776,0.465056115054244,0.18717728121888,0.462081757215261,0.371249144570404,0.600666794029503,0.417005121782073,0.6888168376,0.4604300295,0.4751654161,0.7873339889,0.1343474086,0.4854291906,0.4285822831,0.713396607,0.6664860156
27,2,0.430406842386202,0.402525624209051,0.402525624209051,0.49244508156228,0.187595656275,0.447912799074776,0.397185099286061,0.590626843029358,0.421753250822573,0.5854042281,0.6549660303,0.7003478493,0.6374592256,0.1824055436,0.5621179566,0.5575532135,0.8314834223,0.5534648956
30,7,0.411552159211416,0.371727991860089,0.371727991860089,0.439474718192549,0.16739278967612,0.431786721522232,0.386875256468892,0.546670372596783,0.362516437841479,0.5792438087,0.5792244143,0.5837479316,0.6338114523,0.1920856127,0.5132811094,0.4546531413,0.8299572695,0.6639102177
30,6,0.349050781133619,0.344558040306094,0.344558040306094,0.351022364580354,0.144136714889907,0.381152670516058,0.360476224816797,0.426598730284407,0.34376637933261,0.4895503392,0.511046097,0.6080507323,0.5067913429,0.1737668091,0.528759963,0.4959680676,0.5735980092,0.6197394583
25,9,0.441508180774078,0.418832738182575,0.418832738182575,0.533741937629705,0.186704982266637,0.469398964904727,0.379896285946501,0.538237621948838,0.373177227377673,0.5528529264,0.5135485341,0.5108860309,0.5698160613,0.2185138197,0.5703447389,0.3849967161,0.6484432428,0.3568761085
25,7,0.431942484771319,0.32163293448231,0.32163293448231,0.44139172696985,0.187231205115002,0.412393280756486,0.374607363928357,0.533581332928464,0.334093788412969,0.6887088311,0.4387641738,0.4967923388,0.7647678492,0.1837080482,0.5957496439,0.529752281,0.7975810815,0.6274624761
27,6,0.381713418212771,0.348002041060809,0.348002041060809,0.408939376669438,0.159904805893911,0.396263538186317,0.351238386876109,0.530699393096919,0.340320541777493,0.4945043891,0.5468621579,0.429486303,0.4806566302,0.1992229401,0.5110329172,0.4025472117,0.6580223837,0.5315664281
27,6,0.337810172075971,0.380432588967606,0.380432588967606,0.392979503404566,0.170758384572021,0.45106288172396,0.435148292386308,0.573551946487583,0.400870667046385,0.390558029,0.4522628479,0.4683393336,0.4994570899,0.1613308892,0.4424816842,0.4308478799,0.593620397,0.4538868419
17,5,0.466153591797278,0.384385383433817,0.384385383433817,0.463912476135721,0.199432881196167,0.502996181478402,0.37238495926096,0.524669177375463,0.333542748292214,0.4319744125,0.5038255516,0.6172116931,0.5064956154,0.1894205251,0.5452182971,0.4813123425,0.6430781042,0.495778897
27,6,0.426855440307017,0.345463582904534,0.345463582904534,0.428321046762298,0.169136948798968,0.393784153762613,0.331883958698026,0.485192663124621,0.316647858189886,0.550379137,0.4391076664,0.4328009122,0.6347480079,0.212574545,0.5246029327,0.3817135017,0.5578785112,0.4671252517
23,8,0.37526665220938,0.342645931087077,0.342645931087077,0.413687210967548,0.161319843305945,0.375035756098968,0.35741700001623,0.439981658017128,0.391547068203221,0.4909222708,0.4479888923,0.4884448669,0.5722397889,0.1822605201,0.4888982775,0.3604829767,0.5977670055,0.5588068394
32,4,0.44530697154299,0.401456606374787,0.401456606374787,0.489570480389087,0.197155061446178,0.458326946657856,0.395781283376384,0.644162227561047,0.386453620687049,0.3952018314,0.4998375174,0.4979123203,0.467654071,0.2316724505,0.4738874368,0.2821677309,0.6429226232,0.4429008131
27,8,0.360775172517844,0.330945512523059,0.330945512523059,0.436421366438789,0.175570627439753,0.428656796469989,0.40010029622057,0.496656134436714,0.36741885811579,0.5242001634,0.5316083812,0.4011659298,0.6090465876,0.2120866721,0.542579546,0.4540335334,0.5796738508,0.522491715
23,7,0.404497000282178,0.347915711441891,0.347915711441891,0.407786617823335,0.153080643867414,0.446058300156233,0.374953760061914,0.508093890543172,0.364952035175213,0.5506013643,0.5900788406,0.548880081,0.5160569055,0.170232611,0.6749369487,0.6162503382,0.8475995443,0.6452848796
24,7,0.388768577142009,0.341997540544989,0.341997540544989,0.44254083784492,0.163175569110426,0.360258405032637,0.3459549342706,0.535105877262551,0.351170521755147,0.5981667337,0.6482749051,0.5643412932,0.6944796652,0.2019381749,0.5186296019,0.4491830321,0.8030017378,0.5025713193
21,3,0.360802660150036,0.417052878592538,0.417052878592538,0.43433107903747,0.215946609522413,0.460954764295396,0.355342269489981,0.493737458597118,0.421038735465995,0.3859466827,0.4372440106,0.4924831732,0.4390172414,0.1655128622,0.488895557,0.3981219751,0.5898755873,0.3721126817
25,7,0.368235315894708,0.350029868705185,0.350029868705185,0.32207389045615,0.16945491384162,0.416292859510101,0.34943530384407,0.521662335116547,0.303821480979127,0.4270766955,0.5552350565,0.4788251084,0.4589613787,0.1890324196,0.4749715773,0.5035452406,0.7298,0.4739253499
30,7,0.374553806281205,0.331241237387864,0.331241237387864,0.391239421222316,0.15751541946229,0.44899947680076,0.382609114613512,0.542860848561967,0.350827040079876,0.4925975837,0.4710802515,0.4400659863,0.4885668406,0.1608145579,0.5079605216,0.351963067,0.6393356773,0.418961391
32,2,0.519318337473914,0.423531273612207,0.423531273612207,0.496532633103604,0.18773511462704,0.537934794503038,0.444440824453347,0.554417996694589,0.457289828210022,0.4574974122,0.4944967995,0.5422210459,0.4617149225,0.2092679136,0.5774863929,0.4476633715,0.5962827636,0.5715492285
27,7,0.449278018140304,0.37303579374668,0.37303579374668,0.489561360461507,0.181518991015438,0.470969424957288,0.435259503776555,0.545878711623299,0.368746864806808,0.5108723589,0.5719209415,0.4739515133,0.5765232892,0.1948818078,0.5176510212,0.3952750055,0.5991620759,0.5390998965
